+-------------------------------------------------------------------+-------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------------------------------------------------------------------+
| ID                                                                | Name                                                  | Description                                                                                                                                                                                                                                                                                                                                                                                                      | Parent                                                            |
| ebwizardry:handbook/tome_of_arcana                                | ebwizardry:handbook/tome_of_arcana                    | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| ebwizardry:identify_spell                                         | [Arcane Appraisal]                                    | Find a more reliable way of identifying spells                                                                                                                                                                                                                                                                                                                                                                   | ebwizardry:discover_spell                                         |
| ebwizardry:legendary                                              | [Legendary]                                           | Obtain a piece of legendary wizard armor                                                                                                                                                                                                                                                                                                                                                                         | ebwizardry:armour_set                                             |
| ebwizardry:master                                                 | [Arcane Master]                                       | Obtain a master wand                                                                                                                                                                                                                                                                                                                                                                                             | ebwizardry:advanced                                               |
| ebwizardry:max_out_wand                                           | [Fully Equipped]                                      | Apply the maximum number of upgrades to a master wand                                                                                                                                                                                                                                                                                                                                                            | ebwizardry:master                                                 |
| ebwizardry:root                                                   | [Wizardry]                                            | A wizard's journey to mastering the arcane                                                                                                                                                                                                                                                                                                                                                                       | -                                                                 |
| ebwizardry:special_upgrade                                        | [Arcane Tinkering]                                    | Apply a special upgrade to a wand                                                                                                                                                                                                                                                                                                                                                                                | ebwizardry:apprentice                                             |
| ebwizardry:spell_failure                                          | [That Backfired]                                      | Find out the hard way how spells can go wrong                                                                                                                                                                                                                                                                                                                                                                    | ebwizardry:discover_spell                                         |
| ebwizardry:visit_shrine                                           | [Enshrined]                                           | Enter a shrine and awaken its ancient magic                                                                                                                                                                                                                                                                                                                                                                      | ebwizardry:defeat_evil_wizard                                     |
| ebwizardry:wizard_tower                                           | [Who Lives Here?]                                     | Visit a wizard's tower                                                                                                                                                                                                                                                                                                                                                                                           | ebwizardry:arcane_initiate                                        |
| ebwizardry:wizard_trade                                           | [Magic Dealing]                                       | Purchase an item from a wizard                                                                                                                                                                                                                                                                                                                                                                                   | ebwizardry:wizard_tower                                           |
| improvedbackpacks:main/craft_backpack                             | [Backpack]                                            | Make your first backpack                                                                                                                                                                                                                                                                                                                                                                                         | improvedbackpacks:main/root                                       |
| improvedbackpacks:main/root                                       | [Improved Backpacks]                                  | Pocket storage                                                                                                                                                                                                                                                                                                                                                                                                   | -                                                                 |
| improvedbackpacks:main/upgrade_backpack                           | [Upgrade Backpack]                                    | Use an upgrade on Backpack                                                                                                                                                                                                                                                                                                                                                                                       | improvedbackpacks:main/craft_backpack                             |
| moarboats:root                                                    | moarboats:root                                        | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| mutantbeasts:frosty_the_snow_golem                                | [Frosty the Snow Golem]                               | Create a Mutant Snow Golem                                                                                                                                                                                                                                                                                                                                                                                       | mutantbeasts:gunpowder_spice                                      |
| mutantbeasts:gunpowder_spice                                      | [Gunpowder, spice...]                                 | ...and everything nice. Obtain a potion of Chemical X.                                                                                                                                                                                                                                                                                                                                                           | mutantbeasts:root                                                 |
| mutantbeasts:hulk_smash                                           | [Hulk Smash!]                                         | Kill a Mutant Zombie using a Hulk Hammer                                                                                                                                                                                                                                                                                                                                                                         | mutantbeasts:root                                                 |
| mutantbeasts:no_bones_about_it                                    | [No Bones About It]                                   | Kill a Mutant Skeleton using a bow while wearing a full set of Mutant Skeleton armor                                                                                                                                                                                                                                                                                                                             | mutantbeasts:root                                                 |
| mutantbeasts:root                                                 | [Mutant Beasts]                                       |                                                                                                                                                                                                                                                                                                                                                                                                                  | -                                                                 |
| mutantbeasts:spider_pig_spider_pig                                | [Spider-Pig, Spider-Pig...]                           | Feed a Pig a Fermented Spider Eye and throw Chemical X at it                                                                                                                                                                                                                                                                                                                                                     | mutantbeasts:gunpowder_spice                                      |
| mutantbeasts:you_da_bomby                                         | [You da Bomby]                                        | Hatch a tamed Creeper Minion from its egg                                                                                                                                                                                                                                                                                                                                                                        | mutantbeasts:root                                                 |
| reskillable:main/attack_5                                         | [Attack!]                                             | You've Leveled Attack to 5                                                                                                                                                                                                                                                                                                                                                                                       | reskillable:main/root                                             |
| reskillable:main/root                                             | [First Level Up!]                                     | You've Leveled your First Skill                                                                                                                                                                                                                                                                                                                                                                                  | -                                                                 |
| sereneseasons:recipes/buildingblocks/greenhouse_glass             | sereneseasons:recipes/buildingblocks/greenhouse_glass | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | -                                                                 |
| tfspellpack:all_twilight_artefacts                                | [Jewels of the Forest]                                | Collect all of the rings, amulets and charms exclusive to the twilight forest                                                                                                                                                                                                                                                                                                                                    | tfspellpack:twilight_artefact                                     |
| tfspellpack:all_twilight_spells                                   | [Arboreal Archmage]                                   | Cast all of the spells exclusive to the twilight forest                                                                                                                                                                                                                                                                                                                                                          | tfspellpack:twilight_spell                                        |
| tfspellpack:twilight_artefact                                     | [It Never Suited Them Anyway]                         | Defeat a druid mage in a druid hut basement and reclaim the relic it wears                                                                                                                                                                                                                                                                                                                                       | tfspellpack:twilight_spell                                        |
| tfspellpack:twilight_spell                                        | [Twilit Wizardry]                                     | Find a twilight spell book or scroll in the dusk of the twilight forest and rediscover its forgotten magic                                                                                                                                                                                                                                                                                                       | twilightforest:root                                               |
| triumph:advancements/basedefense/barbed_wire                      | [Barbed Wire]                                         | Slows and minimally damages mobs.                                                                                                                                                                                                                                                                                                                                                                                | triumph:advancements/basedefense/spikes                           |
| triumph:advancements/basedefense/barbed_wire_fence                | [Barbed Wire Fence]                                   | Same as Barbed Wire except it can not be walked through.                                                                                                                                                                                                                                                                                                                                                         | triumph:advancements/basedefense/barbed_wire                      |
| triumph:advancements/basedefense/bear_trap                        | [Bear Trap]                                           | Completely immobilizes mobs and continuously damages them. Does not need to be reset.                                                                                                                                                                                                                                                                                                                            | triumph:advancements/basedefense/razor_wire                       |
| triumph:advancements/basedefense/caltrops                         | [Caltrops]                                            | A simple early game defense trap. Lead zombies in with light sources!                                                                                                                                                                                                                                                                                                                                            | triumph:advancements/basedefense/root                             |
| triumph:advancements/basedefense/clamp_trap                       | [Clamp Trap]                                          | Holds a mob in place for a few seconds and damages them. Requires a Wrench to reset                                                                                                                                                                                                                                                                                                                              | triumph:advancements/basedefense/wrench                           |
| triumph:advancements/basedefense/fan                              | [Fan]                                                 | Pushes mobs away when powered by redstone. More fans behind it increase the push power.                                                                                                                                                                                                                                                                                                                          | triumph:advancements/basedefense/root                             |
| triumph:advancements/basedefense/fire_trap                        | [Fire Trap]                                           | Sets mobs on fire that walk on it. Needs to be reset after each use.                                                                                                                                                                                                                                                                                                                                             | triumph:advancements/basedefense/wrench                           |
| triumph:advancements/basedefense/flamer_block                     | [Flamer]                                              | Pushes mobs away and lights them on fire when powered by redstone. More flamers behind it increase the push power.                                                                                                                                                                                                                                                                                               | triumph:advancements/basedefense/fan                              |
| triumph:advancements/basedefense/magic_lantern                    | [Magic Lantern]                                       | A very powerful lantern that mobs are afraid to go near, even if they have to.                                                                                                                                                                                                                                                                                                                                   | triumph:advancements/basedefense/root                             |
| triumph:advancements/basedefense/mine                             | [Mine]                                                | WARNING! The blast radius is very large. Should only be used for extreme measures.                                                                                                                                                                                                                                                                                                                               | triumph:advancements/basedefense/bear_trap                        |
| triumph:advancements/basedefense/nail_trap                        | [Nail Trap]                                           | Kills mobs faster than Caltrops.                                                                                                                                                                                                                                                                                                                                                                                 | triumph:advancements/basedefense/nails                            |
| triumph:advancements/basedefense/nails                            | [Nails]                                               | A crafting material used for many useful traps.                                                                                                                                                                                                                                                                                                                                                                  | triumph:advancements/basedefense/caltrops                         |
| triumph:advancements/basedefense/poisoned_caltrops                | [Poisoned Caltrops]                                   | A simple upgrade to Caltrops.                                                                                                                                                                                                                                                                                                                                                                                    | triumph:advancements/basedefense/caltrops                         |
| triumph:advancements/basedefense/port_trap                        | [Port Trap]                                           | Teleports mobs away that walk on it. Needs to be reset after each use.                                                                                                                                                                                                                                                                                                                                           | triumph:advancements/basedefense/wrench                           |
| triumph:advancements/basedefense/powered_bars                     | [Powered Bars]                                        | Does more damage than the Barbed Wire Fence, but does not slow.                                                                                                                                                                                                                                                                                                                                                  | triumph:advancements/basedefense/barbed_wire_fence                |
| triumph:advancements/basedefense/razor_wire                       | [Razor Wire]                                          | Does more damage than Barbed Wire.                                                                                                                                                                                                                                                                                                                                                                               | triumph:advancements/basedefense/barbed_wire_fence                |
| triumph:advancements/basedefense/root                             | [Base Defense]                                        | Base Defense                                                                                                                                                                                                                                                                                                                                                                                                     | -                                                                 |
| triumph:advancements/basedefense/spectral_trap                    | [Spectral Trap]                                       | Highlights mobs through walls that walk on it. Needs to be reset after each use.                                                                                                                                                                                                                                                                                                                                 | triumph:advancements/basedefense/wrench                           |
| triumph:advancements/basedefense/spikes                           | [Spikes]                                              | Kills mobs significantly faster than Nail Traps. Needs redstone power.                                                                                                                                                                                                                                                                                                                                           | triumph:advancements/basedefense/nail_trap                        |
| triumph:advancements/basedefense/sturdy_stone                     | [Tough as Stone]                                      | Sturdy Stone and all Stone Bricks have increased hardness and are great for walls!                                                                                                                                                                                                                                                                                                                               | triumph:advancements/basedefense/root                             |
| triumph:advancements/basedefense/toxic_mine                       | [Toxic Mine]                                          | A much smaller explosion radius, but a large radius of toxins. Toxins do not work against most monsters.                                                                                                                                                                                                                                                                                                         | triumph:advancements/basedefense/mine                             |
| triumph:advancements/basedefense/toxic_nail_trap                  | [Toxic Nail Trap]                                     | Toxins do not work against most monsters.                                                                                                                                                                                                                                                                                                                                                                        | triumph:advancements/basedefense/nail_trap                        |
| triumph:advancements/basedefense/toxic_spikes                     | [Toxic Spikes]                                        | Toxins do not work against most monsters. Needs redstone power.                                                                                                                                                                                                                                                                                                                                                  | triumph:advancements/basedefense/spikes                           |
| triumph:advancements/basedefense/vine_trap                        | [Vine Trap]                                           | Mobs will think this is walkable, but will fall right through it! Great for moats.                                                                                                                                                                                                                                                                                                                               | triumph:advancements/basedefense/root                             |
| triumph:advancements/basedefense/ward                             | [Ward]                                                | A very powerful base defense tool. Place an enchanted book on it and it will provide that enchant to all players in the area. It also functions as an automated turret when Sword books like Smite are placed on it.                                                                                                                                                                                             | triumph:advancements/basedefense/magic_lantern                    |
| triumph:advancements/basedefense/well                             | [Well, well, well.]                                   | Allows for infinite water. Very useful for setting up base defenses.                                                                                                                                                                                                                                                                                                                                             | triumph:advancements/basedefense/root                             |
| triumph:advancements/basedefense/wrench                           | [Iron Engineer's Wrench]                              | Used to repair and reset many traps.                                                                                                                                                                                                                                                                                                                                                                             | triumph:advancements/basedefense/root                             |
| triumph:advancements/bosskills/getqueenegg                        | [Getting Antsy]                                       | Gain the complete trust of a colony of powerful insects.                                                                                                                                                                                                                                                                                                                                                         | triumph:advancements/bosskills/killmyrmexqueen                    |
| triumph:advancements/bosskills/killblackdeath                     | [The Black Death]                                     | Purge the incarnation of corruption.                                                                                                                                                                                                                                                                                                                                                                             | triumph:advancements/bosskills/root                               |
| triumph:advancements/bosskills/killcyclops                        | [One-Eyed Monster]                                    | Outsmart a sheep-tending giant.                                                                                                                                                                                                                                                                                                                                                                                  | triumph:advancements/bosskills/root                               |
| triumph:advancements/bosskills/killdragon                         | [Fire Made Flesh]                                     | Slay the ultimate predator.                                                                                                                                                                                                                                                                                                                                                                                      | triumph:advancements/bosskills/root                               |
| triumph:advancements/bosskills/killelderfrostmaw                  | [Abominable]                                          | Slay a rare behemoth of winter.                                                                                                                                                                                                                                                                                                                                                                                  | triumph:advancements/bosskills/root                               |
| triumph:advancements/bosskills/killenddragon                      | [End of an Age]                                       | Slay The Ender Dragon and witness the end of the beginning.                                                                                                                                                                                                                                                                                                                                                      | triumph:advancements/bosskills/root                               |
| triumph:advancements/bosskills/killferrouswroughtnaut             | [Broken Vanguard]                                     | Defeat a forgotten iron titan.                                                                                                                                                                                                                                                                                                                                                                                   | triumph:advancements/bosskills/root                               |
| triumph:advancements/bosskills/killghastqueen                     | [Queen of the Nether]                                 | Slay The Ghast Queen that rarely shows up in Nether Cities. NOTE: DISABLED UNTIL 2.78                                                                                                                                                                                                                                                                                                                            | triumph:advancements/bosskills/killenddragon                      |
| triumph:advancements/bosskills/killgorgon                         | [Stone Cold]                                          | Decapitate a monster with looks that could kill.                                                                                                                                                                                                                                                                                                                                                                 | triumph:advancements/bosskills/root                               |
| triumph:advancements/bosskills/killmyrmexqueen                    | [It's... Afraid!]                                     | Exterminate a hive matriarch.                                                                                                                                                                                                                                                                                                                                                                                    | triumph:advancements/bosskills/root                               |
| triumph:advancements/bosskills/killpiedpiper                      | [Piping Hot]                                          | Destroy an amateur musician and their rodent followers.                                                                                                                                                                                                                                                                                                                                                          | triumph:advancements/bosskills/root                               |
| triumph:advancements/bosskills/killseaserpent                     | [Call Me Ishmael]                                     | Destroy a leviathan of the depths.                                                                                                                                                                                                                                                                                                                                                                               | triumph:advancements/bosskills/root                               |
| triumph:advancements/bosskills/killsiren                          | [Maybe She's Born With It]                            | Reject the embrace of an alluring seaside monster.                                                                                                                                                                                                                                                                                                                                                               | triumph:advancements/bosskills/root                               |
| triumph:advancements/bosskills/killskydrake                       | [Grounded]                                            | Bring down a fearsome aerial predator.                                                                                                                                                                                                                                                                                                                                                                           | triumph:advancements/bosskills/root                               |
| triumph:advancements/bosskills/killsludgelord                     | [Sticky Situation]                                    | Squash a slimy monstrosity.                                                                                                                                                                                                                                                                                                                                                                                      | triumph:advancements/bosskills/root                               |
| triumph:advancements/bosskills/killsunchief                       | [Deposed]                                             | Unseat a tribal chieftain.                                                                                                                                                                                                                                                                                                                                                                                       | triumph:advancements/bosskills/root                               |
| triumph:advancements/bosskills/killwither                         | [Soul Catch And Release]                              | Slay The Wither and set the lost souls free.                                                                                                                                                                                                                                                                                                                                                                     | triumph:advancements/bosskills/root                               |
| triumph:advancements/bosskills/legendaryconqueror                 | [Legendary Conqueror]                                 | Become a Legendary Conqueror by completing all other Bane of Humanity achievements!                                                                                                                                                                                                                                                                                                                              | triumph:advancements/bosskills/root                               |
| triumph:advancements/bosskills/root                               | [Bane of Humanity]                                    | Bane of Humanity                                                                                                                                                                                                                                                                                                                                                                                                 | -                                                                 |
| triumph:advancements/bosskills/sunblessing                        | [Praise the Sun!]                                     | Gain the blessing of a tribal chieftain.                                                                                                                                                                                                                                                                                                                                                                         | triumph:advancements/bosskills/killsunchief                       |
